Userid,Name,Email,Status,"Last seen location (latitude, longitude)",Time of day,Day of the week,Month,Weather,Academic calendar events,Building
ufsla3o9a,Jacob Hill,hill.8699@osu.edu,idle,"39.999207, -83.014426",09:30,Monday,October,Cloudy,Regular,Thompson library
uck12z9c5,Alexander Perez,perez.7889@osu.edu,idle,"40.001631, -83.013340",09:00,Friday,November,Cloudy,Regular,18th Avenue library
ugaimxt8i,Jack Flores,flores.1227@osu.edu,idle,"40.001690, -83.013622",15:30,Sunday,February,Cloudy,Regular,18th Avenue library
u2o7s5ja5,William Garcia,garcia.629@osu.edu,active,"40.001626, -83.013537",15:00,Tuesday,January,Snow,Regular,18th Avenue library
u1avl0zj6,Diego King,king.8666@osu.edu,idle,"40.003493, -83.017228",09:30,Friday,September,Cloudy,Regular,Knowlton Hall
up35xwpjv,Natalia Lee,lee.4962@osu.edu,active,"39.999225, -83.014383",20:30,Wednesday,April,Cloudy,Finals season,Thompson library
umxr7nl1l,Ethan Wilson,wilson.8492@osu.edu,active,"40.000591, -83.009541",14:15,Wednesday,November,Cloudy,Regular,wexner center
urzgqfsiq,Alexander Anderson,anderson.8751@osu.edu,active,"40.001817, -83.013416",19:00,Tuesday,February,Cloudy,Regular,18th Avenue library
ul1jc752q,Michael Moore,moore.605@osu.edu,idle,"39.998243, -83.012111",13:45,Thursday,March,Rain,Midterms season,orton library
ubcszdjek,Daniel Wilson,wilson.1377@osu.edu,active,"40.001650, -83.013307",20:00,Tuesday,May,Rain,Regular,18th Avenue library
u4ctf0gjb,Jack Scott,scott.2138@osu.edu,idle,"39.999024, -83.015218",10:00,Thursday,October,Cloudy,Midterms season,Thompson library
u7749mcco,Ava Thomas,thomas.8509@osu.edu,idle,"40.001562, -83.013352",13:00,Thursday,June,Sunny,Regular,18th Avenue library
u0qs80lwf,Benjamin Jackson,jackson.2543@osu.edu,idle,"40.000979, -83.009740",19:30,Monday,November,Cloudy,Regular,wexner center
u3kalvp8r,Charlotte Rodriguez,rodriguez.9699@osu.edu,idle,"40.001504, -83.013477",08:30,Wednesday,December,Rain,Finals season,18th Avenue library
ub83p2zcv,Isabella Davis,davis.9283@osu.edu,active,"39.998373, -83.011821",13:15,Wednesday,April,Sunny,Regular,orton library
ugk1caas3,William Thompson,thompson.3282@osu.edu,active,"40.001812, -83.013402",21:15,Saturday,January,Sunny,Regular,18th Avenue library
uh3iad107,Juan Jones,jones.8854@osu.edu,active,"39.999171, -83.015259",19:00,Friday,November,Cloudy,Regular,Thompson library
un14qdymx,Carlos Miller,miller.9852@osu.edu,idle,"39.998527, -83.008581",08:45,Wednesday,May,Sunny,Finals season,Ohio Union
ubryzntg0,Lorenzo Thomas,thomas.9210@osu.edu,active,"39.998161, -83.011759",20:30,Wednesday,August,Sunny,Regular,orton library
uxde184r9,Diego Scott,scott.5236@osu.edu,active,"40.003510, -83.016029",17:45,Tuesday,April,Rain,Regular,Knowlton Hall
u2etxk1qc,Lorenzo King,king.7790@osu.edu,active,"40.000866, -83.008952",00:00,Thursday,December,Sunny,Regular,wexner center
uxzfi4jzq,Ella Brown,brown.3748@osu.edu,idle,"39.998413, -83.009152",06:30,Tuesday,November,Cloudy,Regular,Ohio Union
uwmf7378u,Henry Lewis,lewis.8014@osu.edu,idle,"39.998500, -83.011896",19:30,Monday,April,Cloudy,Finals season,orton library
ud1hd0lc9,Santiago Campbell,campbell.2507@osu.edu,active,"39.999327, -83.014869",16:15,Thursday,March,Sunny,Regular,Thompson library
unljs5r6i,Lorenzo Roberts,roberts.5120@osu.edu,active,"40.001497, -83.013281",16:00,Thursday,September,Sunny,Regular,18th Avenue library
unnqr5vtb,Valentina Torres,torres.1844@osu.edu,idle,"39.999326, -83.014756",09:30,Thursday,April,Rain,Regular,Thompson library
ua07utxib,Gabriel Hall,hall.5482@osu.edu,idle,"40.001672, -83.013433",01:30,Thursday,September,Cloudy,Regular,18th Avenue library
uzrtbpk7a,Isabella Carter,carter.426@osu.edu,idle,"39.999245, -83.014746",22:00,Tuesday,October,Rain,Midterms season,Thompson library
uaix1yysj,Ethan Adams,adams.2890@osu.edu,idle,"40.001528, -83.013446",15:00,Monday,December,Cloudy,Regular,18th Avenue library
ub0ksx9xn,Luna Roberts,roberts.1186@osu.edu,active,"40.001657, -83.013626",16:45,Wednesday,March,Rain,Midterms season,18th Avenue library
u6e0f43ux,Ella Hernandez,hernandez.3670@osu.edu,active,"40.001495, -83.013552",16:30,Wednesday,February,Sunny,Regular,18th Avenue library
uytbfbea6,Sophia Walker,walker.7786@osu.edu,idle,"40.001586, -83.013045",08:15,Thursday,January,Cloudy,Regular,18th Avenue library
ujvo4cpg7,Lorenzo Lewis,lewis.8567@osu.edu,idle,"40.003606, -83.017528",12:15,Monday,May,Sunny,Regular,Knowlton Hall
uw38k1co2,Luna Walker,walker.5980@osu.edu,idle,"39.999033, -83.014923",00:00,Friday,August,Sunny,Regular,Thompson library
uqwaqpl3y,Benjamin Nelson,nelson.214@osu.edu,active,"39.997647, -83.008897",13:30,Thursday,April,Rain,Finals season,Ohio Union
uto9mlupc,Emily Hernandez,hernandez.7687@osu.edu,idle,"40.001569, -83.013508",13:15,Friday,February,Snow,Regular,18th Avenue library
unqaeui4m,Ava Carter,carter.8477@osu.edu,idle,"39.999613, -83.014508",17:45,Tuesday,July,Sunny,Regular,Thompson library
uzp47zj8w,Sophia Carter,carter.7078@osu.edu,active,"40.003602, -83.017105",10:00,Monday,November,Rain,Regular,Knowlton Hall
uny2p0o4e,Oliver Garcia,garcia.1483@osu.edu,active,"39.998130, -83.012076",11:45,Thursday,April,Rain,Regular,orton library
uqchwrzo2,Amelia Allen,allen.5208@osu.edu,idle,"39.999289, -83.015240",08:00,Tuesday,July,Sunny,Regular,Thompson library
u2djeeqoc,Olivia Adams,adams.2560@osu.edu,active,"39.999121, -83.015268",09:30,Thursday,February,Snow,Regular,Thompson library
u6pzjg1t2,Oliver Adams,adams.5932@osu.edu,active,"40.001230, -83.008754",09:45,Sunday,November,Cloudy,Regular,wexner center
uejd2uqfm,Olivia Johnson,johnson.4822@osu.edu,idle,"39.999198, -83.014869",11:30,Monday,March,Sunny,Midterms season,Thompson library
u0bfxaknr,Jackson Walker,walker.5139@osu.edu,active,"40.001629, -83.013614",14:45,Wednesday,October,Cloudy,Midterms season,18th Avenue library
u0m8597hb,Emily Rivera,rivera.9912@osu.edu,idle,"40.000157, -83.009954",14:00,Tuesday,February,Cloudy,Regular,wexner center
u7sb5rbzz,Olivia Williams,williams.6233@osu.edu,active,"39.997480, -83.008058",18:00,Wednesday,December,Snow,Finals season,Ohio Union
u7y3qu262,Camila Wilson,wilson.3221@osu.edu,idle,"40.003471, -83.016853",08:00,Monday,December,Cloudy,Regular,Knowlton Hall
u9gxl033s,Luna Allen,allen.6406@osu.edu,active,"39.999339, -83.014821",01:45,Friday,November,Cloudy,Regular,Thompson library
uvsm6lquf,Diego Walker,walker.3303@osu.edu,active,"40.003813, -83.017033",19:15,Sunday,April,Cloudy,Finals season,Knowlton Hall
upy987hi6,Sophia Hall,hall.1455@osu.edu,active,"40.000633, -83.008855",11:45,Tuesday,October,Sunny,Midterms season,wexner center
ukuzemat3,Elizabeth Scott,scott.3013@osu.edu,active,"39.998389, -83.011833",00:15,Saturday,November,Cloudy,Regular,orton library
u6qluoxf5,Benjamin Anderson,anderson.4948@osu.edu,idle,"39.998487, -83.011930",20:30,Tuesday,June,Sunny,Regular,orton library
u0a6rxdif,Noah Taylor,taylor.2618@osu.edu,idle,"39.998386, -83.011851",13:15,Thursday,May,Sunny,Regular,orton library
uemmxbosm,Luna Lewis,lewis.111@osu.edu,idle,"40.001602, -83.013404",19:15,Thursday,October,Cloudy,Midterms season,18th Avenue library
us18utkk7,Valentina Martin,martin.5758@osu.edu,idle,"39.997303, -83.008588",11:15,Tuesday,September,Cloudy,Regular,Ohio Union
ulwv4c1op,Sophia Thomas,thomas.4230@osu.edu,idle,"39.998462, -83.011920",09:30,Monday,January,Cloudy,Regular,orton library
uvou7t1su,Henry Green,green.8543@osu.edu,active,"40.001750, -83.013354",10:15,Tuesday,August,Cloudy,Regular,18th Avenue library
u60jxm7rw,Lucas White,white.1135@osu.edu,idle,"39.999515, -83.014402",20:30,Wednesday,May,Rain,Regular,Thompson library
ug00c8436,Sofia Robinson,robinson.5539@osu.edu,active,"39.998223, -83.011843",01:00,Friday,December,Cloudy,Regular,orton library
u2hu8k57t,Jack Davis,davis.194@osu.edu,idle,"40.001636, -83.013217",09:15,Wednesday,March,Rain,Midterms season,18th Avenue library
u3vm8dsek,Daniel Hernandez,hernandez.9439@osu.edu,active,"40.001560, -83.013046",14:15,Wednesday,January,Snow,Regular,18th Avenue library
umf3jikfi,Valentina Campbell,campbell.804@osu.edu,idle,"39.999129, -83.014485",10:45,Wednesday,November,Cloudy,Regular,Thompson library
u2bok825b,Jack Sanchez,sanchez.7116@osu.edu,active,"39.998216, -83.011737",01:00,Thursday,October,Sunny,Midterms season,orton library
u0r7l70um,Harper Sanchez,sanchez.9452@osu.edu,idle,"39.998954, -83.015291",16:45,Thursday,February,Sunny,Regular,Thompson library
uyrqjowrh,Carlos Jones,jones.9716@osu.edu,active,"40.003592, -83.017246",09:00,Wednesday,September,Sunny,Regular,Knowlton Hall
uplwnt9b7,Santiago Mitchell,mitchell.1880@osu.edu,active,"40.001217, -83.008828",18:00,Saturday,August,Sunny,Regular,wexner center
umegrgruj,Elizabeth Rivera,rivera.8053@osu.edu,idle,"39.999079, -83.015074",14:30,Thursday,March,Cloudy,Regular,Thompson library
ucjtfji5j,Sophia Anderson,anderson.6151@osu.edu,active,"40.001844, -83.013229",16:45,Saturday,September,Rain,Regular,18th Avenue library
ugp0q4xyu,Olivia Robinson,robinson.9303@osu.edu,active,"39.998464, -83.011877",15:00,Thursday,December,Rain,Finals season,orton library
ua466ptmx,Maria Hall,hall.767@osu.edu,active,"40.001421, -83.010198",19:15,Sunday,February,Sunny,Regular,wexner center
uxaud9dkm,Evelyn Roberts,roberts.2404@osu.edu,idle,"39.998265, -83.008457",05:15,Tuesday,December,Cloudy,Finals season,Ohio Union
uz0qla96w,Lorenzo Gonzalez,gonzalez.3291@osu.edu,active,"40.001219, -83.008845",11:00,Sunday,September,Sunny,Regular,wexner center
uh9dpbstz,Ella Lewis,lewis.315@osu.edu,active,"39.997578, -83.008309",06:45,Sunday,November,Cloudy,Regular,Ohio Union
u9uygfpqe,Aiden King,king.6838@osu.edu,idle,"40.003589, -83.017548",14:45,Tuesday,January,Cloudy,Regular,Knowlton Hall
un31novan,Daniel Mitchell,mitchell.3602@osu.edu,idle,"39.999332, -83.014773",21:45,Thursday,May,Rain,Regular,Thompson library
uzrqinp9m,Harper Thomas,thomas.1005@osu.edu,active,"39.999167, -83.014335",07:15,Friday,September,Cloudy,Regular,Thompson library
u7sb2hia7,William Scott,scott.9214@osu.edu,active,"40.000607, -83.009153",17:15,Thursday,November,Cloudy,Regular,wexner center
u3yfjhato,Ethan Garcia,garcia.8792@osu.edu,active,"39.999284, -83.015364",13:00,Sunday,July,Sunny,Regular,Thompson library
uh86scgr1,William Hill,hill.7897@osu.edu,active,"40.003481, -83.017300",14:00,Sunday,November,Cloudy,Regular,Knowlton Hall
ue2rbg914,Jack Allen,allen.4430@osu.edu,active,"39.999140, -83.014481",07:15,Wednesday,June,Sunny,Regular,Thompson library
u444fkh5r,Emma Miller,miller.6138@osu.edu,active,"39.998499, -83.008249",17:30,Tuesday,April,Sunny,Finals season,Ohio Union
ux9gbksit,Natalia Nguyen,nguyen.1898@osu.edu,active,"40.001574, -83.013550",15:00,Monday,June,Sunny,Regular,18th Avenue library
uliqttz76,Mateo Scott,scott.9641@osu.edu,idle,"39.999215, -83.015335",14:00,Tuesday,March,Cloudy,Midterms season,Thompson library
u4lhn1g9q,Elizabeth Garcia,garcia.9062@osu.edu,active,"40.001591, -83.013293",15:30,Monday,November,Cloudy,Regular,18th Avenue library
uhcm0e9j8,Elizabeth Smith,smith.6764@osu.edu,active,"39.998488, -83.011939",01:15,Tuesday,April,Sunny,Finals season,orton library
u9ohu1wxs,Sophia Scott,scott.9507@osu.edu,active,"40.001647, -83.013614",15:45,Wednesday,September,Sunny,Regular,18th Avenue library
umllxpx64,Alexander Flores,flores.1683@osu.edu,active,"40.003710, -83.015969",15:45,Tuesday,September,Sunny,Regular,Knowlton Hall
umh3db9qm,Maria Moore,moore.8620@osu.edu,idle,"40.003629, -83.016059",14:30,Friday,November,Rain,Regular,Knowlton Hall
u0k9dpsu8,Abigail Sanchez,sanchez.470@osu.edu,active,"39.999111, -83.014510",17:15,Monday,August,Sunny,Regular,Thompson library
uzqrfkfph,Sebastian Perez,perez.5870@osu.edu,active,"40.001547, -83.013372",18:30,Thursday,January,Cloudy,Regular,18th Avenue library
uw603g1fh,Sofia Garcia,garcia.3500@osu.edu,active,"39.999402, -83.014511",22:15,Tuesday,October,Sunny,Midterms season,Thompson library
ulwi62vpi,Maria Smith,smith.9663@osu.edu,idle,"40.000869, -83.008755",14:45,Wednesday,September,Rain,Regular,wexner center
ut0k9tv5t,Evelyn Gonzalez,gonzalez.897@osu.edu,idle,"40.001743, -83.013551",17:15,Tuesday,February,Sunny,Regular,18th Avenue library
ukgwgu132,Natalia Wilson,wilson.1718@osu.edu,idle,"40.003425, -83.017372",12:15,Monday,December,Cloudy,Finals season,Knowlton Hall
upcch7biw,Ella Rodriguez,rodriguez.6873@osu.edu,active,"40.001667, -83.013367",16:45,Monday,March,Rain,Midterms season,18th Avenue library
uovixv80o,Logan Hall,hall.8038@osu.edu,active,"40.001488, -83.013429",16:00,Thursday,April,Rain,Finals season,18th Avenue library
u9z6ojy8g,Maria Thompson,thompson.2594@osu.edu,active,"39.998989, -83.014940",19:00,Sunday,April,Rain,Finals season,Thompson library
uobcclyst,James Johnson,johnson.9050@osu.edu,idle,"39.999396, -83.014637",22:00,Tuesday,January,Sunny,Regular,Thompson library
uhw38zme0,Diego Jackson,jackson.7971@osu.edu,idle,"40.001284, -83.008818",21:45,Wednesday,July,Sunny,Regular,wexner center
utnc0gtuk,Elijah Lewis,lewis.5234@osu.edu,active,"40.003529, -83.016493",16:30,Sunday,November,Cloudy,Regular,Knowlton Hall
uaf0bv2fz,Santiago Green,green.4430@osu.edu,idle,"40.003514, -83.016326",18:15,Friday,October,Cloudy,Midterms season,Knowlton Hall
ukrj4tks8,Noah Hall,hall.3101@osu.edu,idle,"39.999313, -83.014444",14:45,Wednesday,October,Cloudy,Midterms season,Thompson library
u27zwg3ve,Andrea Carter,carter.1707@osu.edu,active,"40.001647, -83.013477",18:45,Sunday,October,Sunny,Regular,18th Avenue library
ucwc7u15o,Jack Nelson,nelson.3116@osu.edu,idle,"39.998276, -83.011622",10:45,Thursday,February,Cloudy,Regular,orton library
u1tqc667w,Amelia Harris,harris.7833@osu.edu,idle,"39.999463, -83.014491",19:00,Wednesday,February,Cloudy,Regular,Thompson library
uftt8g41m,Noah Hernandez,hernandez.5609@osu.edu,active,"39.997390, -83.009106",14:30,Tuesday,October,Sunny,Midterms season,Ohio Union
u5zx6d2fy,Juan Flores,flores.4586@osu.edu,active,"39.998202, -83.011744",16:15,Saturday,August,Sunny,Regular,orton library
uaqzrrhv8,Emma Scott,scott.7686@osu.edu,active,"40.003750, -83.016954",12:00,Tuesday,January,Snow,Regular,Knowlton Hall
upyp3d506,Harper Hernandez,hernandez.9369@osu.edu,idle,"40.001057, -83.008778",13:30,Monday,October,Cloudy,Midterms season,wexner center
ux2vhujyy,Noah Rivera,rivera.2209@osu.edu,idle,"39.997539, -83.007916",08:45,Thursday,September,Sunny,Regular,Ohio Union
uw5gi0fw9,Logan Thompson,thompson.214@osu.edu,idle,"39.998462, -83.011637",11:45,Tuesday,November,Sunny,Regular,orton library
usrnyiju6,Sophia Rodriguez,rodriguez.4350@osu.edu,idle,"39.999339, -83.014917",11:30,Tuesday,March,Cloudy,Midterms season,Thompson library
ueuwlo7cc,Valentina Thomas,thomas.4402@osu.edu,idle,"40.001474, -83.013413",17:30,Monday,March,Rain,Midterms season,18th Avenue library
u18le6cj6,Isabella Moore,moore.3955@osu.edu,active,"40.000388, -83.009422",01:15,Wednesday,October,Rain,Regular,wexner center
upgdmna7q,Mia Davis,davis.621@osu.edu,active,"39.999039, -83.014957",20:45,Monday,April,Rain,Regular,Thompson library
um5bszmfc,Gianna Thompson,thompson.9385@osu.edu,active,"39.997823, -83.008458",14:30,Wednesday,October,Cloudy,Midterms season,Ohio Union
u8npcj1wr,Jacob Rodriguez,rodriguez.4082@osu.edu,active,"40.001841, -83.013563",12:45,Sunday,May,Cloudy,Regular,18th Avenue library
uo99b4uml,Juan Flores,flores.1840@osu.edu,active,"40.003436, -83.017095",08:30,Wednesday,November,Rain,Regular,Knowlton Hall
un8n5wws2,Alexander Thompson,thompson.2533@osu.edu,active,"40.001517, -83.013137",13:45,Sunday,April,Rain,Finals season,18th Avenue library
upqw1vdos,Andrea Sanchez,sanchez.1023@osu.edu,idle,"39.999284, -83.014535",22:15,Sunday,December,Snow,Finals season,Thompson library
uipfnq4rf,Camila Anderson,anderson.1057@osu.edu,idle,"40.001789, -83.013152",21:00,Saturday,April,Rain,Regular,18th Avenue library
ugkfx4vji,Benjamin Miller,miller.2952@osu.edu,active,"39.998204, -83.012093",13:30,Monday,November,Cloudy,Regular,orton library
uc5lqgl81,Sophia Nguyen,nguyen.1048@osu.edu,active,"39.998374, -83.012173",17:45,Friday,November,Cloudy,Regular,orton library
uahvwcl2g,Jack Moore,moore.8447@osu.edu,active,"40.000842, -83.009334",11:15,Friday,November,Cloudy,Regular,wexner center
unqaesr08,Avery Moore,moore.9433@osu.edu,idle,"40.001763, -83.013071",01:15,Friday,September,Sunny,Regular,18th Avenue library
uybm8fzd8,Sophia Walker,walker.1772@osu.edu,idle,"39.998512, -83.011849",17:30,Tuesday,April,Cloudy,Finals season,orton library
uptp3nzs1,Jacob Martin,martin.991@osu.edu,idle,"39.997833, -83.008687",10:45,Sunday,June,Sunny,Regular,Ohio Union
u2h2vv5rv,Isabella Allen,allen.7743@osu.edu,active,"40.001771, -83.013113",20:15,Wednesday,August,Rain,Regular,18th Avenue library
u1vj2aqtz,Noah Johnson,johnson.903@osu.edu,active,"39.998476, -83.012198",22:00,Friday,February,Cloudy,Regular,orton library
uomoqvfu1,Mia Jones,jones.9434@osu.edu,active,"39.998391, -83.011870",17:45,Monday,February,Cloudy,Regular,orton library
uo0yaa5rz,Luna Martin,martin.4306@osu.edu,active,"40.003805, -83.017317",11:30,Monday,August,Rain,Regular,Knowlton Hall
uccauu4at,Abigail Campbell,campbell.6858@osu.edu,idle,"39.999487, -83.015380",08:45,Wednesday,March,Cloudy,Midterms season,Thompson library
uomqej0k3,Harper Wilson,wilson.1000@osu.edu,active,"40.001536, -83.013352",10:45,Thursday,February,Cloudy,Regular,18th Avenue library
u8rpxlb2m,Ava Wilson,wilson.7194@osu.edu,active,"40.000194, -83.009073",19:15,Sunday,November,Cloudy,Regular,wexner center
un7kke36a,Maria Perez,perez.4941@osu.edu,active,"40.001686, -83.013628",18:30,Tuesday,October,Cloudy,Midterms season,18th Avenue library
uko3ynsgi,Andrea Nelson,nelson.3866@osu.edu,idle,"40.001838, -83.013250",08:00,Sunday,March,Sunny,Regular,18th Avenue library
ugtu8nxnn,Maria Brown,brown.7105@osu.edu,active,"40.001307, -83.009387",17:45,Wednesday,May,Sunny,Regular,wexner center
u12h43pfj,Daniel Robinson,robinson.3125@osu.edu,active,"39.997386, -83.009306",14:15,Friday,March,Sunny,Midterms season,Ohio Union
ut7u2lcpi,Jack Lewis,lewis.2663@osu.edu,active,"39.999534, -83.015214",07:15,Tuesday,October,Rain,Midterms season,Thompson library
u0cz1k02c,Valentina Thompson,thompson.3200@osu.edu,active,"39.999119, -83.014705",00:15,Friday,January,Snow,Regular,Thompson library
ua5by96zk,Sophia Martinez,martinez.255@osu.edu,active,"40.000641, -83.008936",01:30,Wednesday,October,Rain,Midterms season,wexner center
uyhejauqj,Ethan Hall,hall.640@osu.edu,active,"39.999227, -83.014463",13:00,Monday,April,Sunny,Finals season,Thompson library
u812d9j0e,Abigail Brown,brown.2668@osu.edu,active,"39.999506, -83.015060",12:30,Sunday,March,Rain,Regular,Thompson library
upoxrbaz2,Isabella Sanchez,sanchez.8471@osu.edu,active,"40.001141, -83.009545",16:00,Sunday,December,Snow,Finals season,wexner center
uorg58b4k,Elizabeth Thompson,thompson.5557@osu.edu,active,"40.000268, -83.009614",16:00,Monday,November,Cloudy,Regular,wexner center
umx2dqioc,Ethan Baker,baker.54@osu.edu,active,"40.001547, -83.013139",13:00,Wednesday,March,Cloudy,Midterms season,18th Avenue library
uy1nu552g,Noah Davis,davis.7919@osu.edu,idle,"39.999442, -83.015314",09:15,Saturday,September,Sunny,Regular,Thompson library
uss7k1vfs,Noah Smith,smith.4878@osu.edu,idle,"39.999375, -83.014965",14:30,Wednesday,September,Rain,Regular,Thompson library
uq5art5qj,William Johnson,johnson.111@osu.edu,active,"39.999529, -83.014381",20:15,Tuesday,March,Rain,Regular,Thompson library
um4ukzsqo,Mia Mitchell,mitchell.8069@osu.edu,active,"39.998167, -83.011762",10:15,Thursday,January,Snow,Regular,orton library
uyd3jsxca,Luna Thompson,thompson.6992@osu.edu,active,"40.003375, -83.017628",09:45,Tuesday,October,Sunny,Midterms season,Knowlton Hall
uvvlav6u6,Ava Anderson,anderson.7546@osu.edu,idle,"40.000220, -83.008585",07:30,Tuesday,November,Rain,Regular,wexner center
u991o59mr,Daniel Smith,smith.4425@osu.edu,active,"39.998390, -83.009103",10:45,Tuesday,January,Cloudy,Regular,Ohio Union
u79qydkkl,Jackson Clark,clark.5373@osu.edu,idle,"40.003400, -83.017672",13:15,Thursday,March,Sunny,Midterms season,Knowlton Hall
ukseu8xtz,Maria Davis,davis.9486@osu.edu,active,"39.999346, -83.014570",15:30,Tuesday,February,Rain,Regular,Thompson library
ugexhxgin,Lorenzo Moore,moore.6288@osu.edu,active,"39.998264, -83.011936",17:00,Monday,March,Cloudy,Regular,orton library
ud6o2fyib,Jacob Harris,harris.1655@osu.edu,active,"39.998426, -83.011980",15:15,Wednesday,September,Sunny,Regular,orton library
ubrg08s7t,Sophia Roberts,roberts.1134@osu.edu,idle,"40.001574, -83.013143",00:00,Monday,September,Sunny,Regular,18th Avenue library
uh35fpnzu,Emma White,white.4884@osu.edu,active,"39.998264, -83.012025",22:45,Saturday,March,Rain,Midterms season,orton library
u4y65996n,Alexander Rivera,rivera.1252@osu.edu,idle,"40.003473, -83.017357",09:15,Friday,November,Cloudy,Regular,Knowlton Hall
uzyus81gf,Diego Moore,moore.7624@osu.edu,idle,"39.999418, -83.014953",00:45,Thursday,September,Sunny,Regular,Thompson library
ujwwgdtfu,Henry Brown,brown.1401@osu.edu,idle,"40.003721, -83.016575",12:00,Friday,March,Rain,Midterms season,Knowlton Hall
uf6dhu9ir,Abigail Flores,flores.6367@osu.edu,active,"40.001892, -83.013078",13:30,Monday,February,Sunny,Regular,18th Avenue library
uypag9kqg,Carlos Robinson,robinson.3897@osu.edu,active,"39.998291, -83.011802",21:30,Monday,March,Rain,Midterms season,orton library
ushk54wnc,Gianna Rodriguez,rodriguez.5507@osu.edu,idle,"40.003587, -83.016877",14:00,Thursday,March,Sunny,Midterms season,Knowlton Hall
ufcw9it6t,Emma Scott,scott.1379@osu.edu,active,"40.001648, -83.013171",16:00,Wednesday,April,Cloudy,Finals season,18th Avenue library
u0nik4x3j,Alexander Brown,brown.6764@osu.edu,active,"40.001833, -83.013169",19:30,Tuesday,December,Cloudy,Regular,18th Avenue library
urfui3v2s,Sophia Rivera,rivera.9370@osu.edu,active,"40.001730, -83.013106",18:45,Sunday,April,Cloudy,Finals season,18th Avenue library
u2nfomdio,William Clark,clark.1109@osu.edu,active,"40.003435, -83.016924",14:15,Monday,May,Sunny,Regular,Knowlton Hall
unhwoe5j5,Jacob Garcia,garcia.4673@osu.edu,active,"39.998379, -83.012051",13:45,Saturday,August,Rain,Regular,orton library
uwxfpy6xk,Sebastian King,king.4567@osu.edu,idle,"39.999055, -83.015124",08:45,Sunday,February,Snow,Regular,Thompson library
u5rz7ayph,Isabella Garcia,garcia.4891@osu.edu,idle,"39.998350, -83.011614",17:15,Tuesday,January,Cloudy,Regular,orton library
u1yiuvpjs,Gianna Hall,hall.5984@osu.edu,active,"39.999559, -83.015336",18:30,Sunday,September,Sunny,Regular,Thompson library
utjc2t92x,Elijah Hill,hill.7570@osu.edu,active,"39.998163, -83.012167",18:15,Wednesday,August,Sunny,Regular,orton library
udgp68ca5,Michael Wright,wright.2266@osu.edu,idle,"39.998265, -83.012105",18:00,Wednesday,November,Cloudy,Regular,orton library
u8p5591o0,Carlos Wilson,wilson.1374@osu.edu,active,"40.001515, -83.013245",17:30,Thursday,March,Cloudy,Midterms season,18th Avenue library
ud2arwgpb,Benjamin Baker,baker.8421@osu.edu,idle,"39.998284, -83.009105",18:15,Monday,April,Sunny,Regular,Ohio Union
uo1b696jn,Amelia Lee,lee.9239@osu.edu,idle,"40.001728, -83.013267",00:00,Monday,October,Cloudy,Midterms season,18th Avenue library
u4crv5uuv,William Rodriguez,rodriguez.7465@osu.edu,active,"40.001823, -83.013578",12:15,Monday,November,Cloudy,Regular,18th Avenue library
u6yw8ej2a,Abigail Wilson,wilson.9516@osu.edu,active,"39.998103, -83.012183",18:00,Friday,May,Sunny,Regular,orton library
usa36n9n3,Alexander Scott,scott.6237@osu.edu,active,"40.001811, -83.013206",13:45,Monday,August,Sunny,Regular,18th Avenue library
uo76g0xts,Gabriel Robinson,robinson.2747@osu.edu,active,"39.999333, -83.015412",14:30,Monday,October,Sunny,Midterms season,Thompson library
uq0atgx9f,Evelyn Hall,hall.8700@osu.edu,active,"40.001551, -83.013393",16:15,Wednesday,February,Cloudy,Regular,18th Avenue library
uu1kbckg7,Logan Moore,moore.8738@osu.edu,active,"39.998220, -83.011697",17:30,Monday,November,Sunny,Regular,orton library
us3mh0ie8,Sophia Miller,miller.1732@osu.edu,active,"40.001678, -83.013566",14:30,Wednesday,April,Rain,Regular,18th Avenue library
uc5jrjzpu,Charlotte Mitchell,mitchell.2277@osu.edu,active,"39.999170, -83.014497",13:30,Wednesday,December,Cloudy,Regular,Thompson library
uxghxq2vn,Oliver Wright,wright.8060@osu.edu,active,"39.998259, -83.012159",13:00,Monday,February,Rain,Regular,orton library
udngqixhf,Diego Torres,torres.9140@osu.edu,active,"39.999257, -83.014821",13:45,Tuesday,March,Cloudy,Midterms season,Thompson library
ugw862h20,Amelia Hill,hill.4371@osu.edu,active,"39.998668, -83.008612",19:45,Thursday,July,Sunny,Regular,Ohio Union
uu1i8vxpf,Oliver Johnson,johnson.1462@osu.edu,active,"40.003883, -83.016218",09:30,Thursday,October,Cloudy,Midterms season,Knowlton Hall
uwng3n9il,Isabella Harris,harris.5075@osu.edu,active,"40.001757, -83.013414",13:30,Saturday,January,Cloudy,Regular,18th Avenue library
ufe42yvyd,Lorenzo Clark,clark.6466@osu.edu,idle,"39.997953, -83.009157",07:30,Friday,September,Cloudy,Regular,Ohio Union
ulnsvq9rr,Harper Taylor,taylor.4197@osu.edu,active,"40.000527, -83.009064",08:15,Sunday,November,Cloudy,Regular,wexner center
u84vb5y98,Olivia Williams,williams.1476@osu.edu,active,"40.003616, -83.016328",12:45,Wednesday,January,Cloudy,Regular,Knowlton Hall
uclpv3xz2,Abigail Smith,smith.8354@osu.edu,active,"40.001823, -83.013138",13:30,Tuesday,January,Snow,Regular,18th Avenue library
u7eyp817m,Juan Mitchell,mitchell.9920@osu.edu,idle,"40.001772, -83.013148",16:15,Tuesday,November,Sunny,Regular,18th Avenue library
